Tera Type,Atk 1,Atk 2,GOOD,Ok,Bad,Weak To
Rock,Fighting,,,"Fighting, Ground, Water, Grass","Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Flying,,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Poison,Ground,"Fighting, Water","Normal, Rock, Steel, Ice, Dark, Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Ground,Grass,"Fighting, Ground, Water","Normal, Rock, Steel, Ice, Dark, Poison, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Rock,"Fighting, Ground","Water, Grass","Normal, Rock, Steel, Ice, Dark, Flying, Bug, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Bug,Fighting,"Ground, Water","Normal, Rock, Steel, Ice, Dark, Grass, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Ghost,,"Fighting, Ground, Water, Grass","Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Steel,Water,"Fighting, Ground, Grass","Normal, Rock, Steel, Ice, Dark, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Fire,Water,"Fighting, Ground","Normal, Rock, Steel, Ice, Dark, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Water,"Water, Grass",Fighting,"Normal, Rock, Steel, Ice, Dark, Ground, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Grass,Grass,Fighting,"Normal, Rock, Steel, Ice, Dark, Ground, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Electric,"Ground, Grass",Fighting,"Normal, Rock, Steel, Ice, Dark, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Psychic,,"Ground, Water, Grass","Normal, Rock, Steel, Ice, Dark, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Ice,Water,Fighting,"Normal, Rock, Steel, Ice, Dark, Flying, Ground, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Dragon,,"Fighting, Ground, Water, Grass","Normal, Rock, Steel, Ice, Dark, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Dark,Fighting,"Ground, Water, Grass","Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Fighting,Fairy,,"Ground, Water, Grass","Normal, Rock, Steel, Ice, Dark, Fighting, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Normal,Steel,"Ground, Water","Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Fighting,,"Ground, Water","Fighting, Bug, Grass, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,,Steel,"Ground, Water","Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Poison,"Steel, Ground",Water,"Fighting, Bug, Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Ground,,"Ground, Water","Fighting, Bug, Grass, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Rock,"Ground, Steel",Water,"Fighting, Bug, Grass, Flying, Fire, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Bug,Steel,"Ground, Water","Fighting, Bug, Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Ghost,Steel,"Ground, Water","Fighting, Bug, Grass, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Steel,"Steel, Water",Ground,"Fighting, Bug, Grass, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Fire,Water,Ground,"Fighting, Bug, Grass, Steel, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Water,"Steel, Water",,"Fighting, Bug, Grass, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Grass,Steel,,"Fighting, Bug, Grass, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Electric,"Ground, Steel",,"Fighting, Bug, Grass, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Psychic,Steel,"Ground, Water","Fighting, Bug, Grass, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Ice,"Steel, Water",,"Fighting, Bug, Grass, Flying, Ground, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Dragon,Steel,"Ground, Water","Fighting, Bug, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Dark,Steel,"Ground, Water","Fighting, Bug, Grass, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Flying,Fairy,Steel,"Ground, Water","Fighting, Bug, Grass, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Normal,"Steel, Ground","Fighting, Water","Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Fighting,Ground,"Fighting, Water","Grass, Fairy, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Flying,"Steel, Ground",Water,"Grass, Fairy, Fighting, Bug","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,,"Steel, Ground","Fighting, Water","Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Ground,Ground,"Fighting, Water","Grass, Fairy, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Rock,"Steel, Fighting, Ground",Water,"Grass, Fairy, Flying, Bug, Fire, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Bug,"Steel, Fighting, Ground",Water,"Grass, Fairy, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Ghost,"Steel, Ground","Fighting, Water","Grass, Fairy, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Steel,"Steel, Ground, Water",Fighting,"Grass, Fairy, Rock, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Fire,"Ground, Water",Fighting,"Grass, Fairy, Bug, Steel, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Water,"Steel, Water",Fighting,"Grass, Fairy, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Grass,Steel,Fighting,"Grass, Fairy, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Electric,"Steel, Ground",Fighting,"Grass, Fairy, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Psychic,"Steel, Ground",Water,"Grass, Fairy, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Ice,"Steel, Water",Fighting,"Grass, Fairy, Flying, Ground, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Dragon,"Steel, Ground","Fighting, Water","Grass, Fairy, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Dark,"Steel, Fighting, Ground",Water,"Grass, Fairy, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Poison,Fairy,"Steel, Ground",Water,"Grass, Fairy, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Normal,Grass,"Fighting, Ground, Water","Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Fighting,Grass,"Fighting, Ground, Water","Poison, Rock, Steel, Fire, Electric, Normal, Ice, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Flying,,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Poison,Ground,"Fighting, Water","Poison, Rock, Steel, Fire, Electric, Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,,Grass,"Fighting, Ground, Water","Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Rock,"Fighting, Ground, Grass",Water,"Poison, Rock, Steel, Fire, Electric, Flying, Bug, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Bug,Fighting,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Ghost,Grass,"Fighting, Ground, Water","Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Steel,"Water, Grass","Fighting, Ground","Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Fire,Water,"Fighting, Ground","Poison, Rock, Steel, Fire, Electric, Bug, Grass, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Water,"Water, Grass",Fighting,"Poison, Rock, Steel, Fire, Electric, Ground","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Grass,Grass,Fighting,"Poison, Rock, Steel, Fire, Electric, Ground, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Electric,"Ground, Grass",Fighting,"Poison, Rock, Steel, Fire, Electric, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Psychic,Grass,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Fighting","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Ice,Water,Fighting,"Poison, Rock, Steel, Fire, Electric, Flying, Ground, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Dragon,Grass,"Fighting, Ground, Water","Poison, Rock, Steel, Fire, Electric, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Dark,"Fighting, Grass","Ground, Water","Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Ground,Fairy,Grass,"Ground, Water","Poison, Rock, Steel, Fire, Electric, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Normal,"Fighting, Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Fighting,"Fighting, Ground","Water, Grass","Flying, Bug, Fire, Ice, Normal, Rock, Steel, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Flying,"Ground, Steel",Water,"Flying, Bug, Fire, Ice, Fighting, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Poison,"Steel, Fighting, Ground",Water,"Flying, Bug, Fire, Ice, Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Ground,"Fighting, Ground, Grass",Water,"Flying, Bug, Fire, Ice, Poison, Rock, Steel, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,,"Fighting, Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Bug,"Fighting, Ground, Steel",Water,"Flying, Bug, Fire, Ice, Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Ghost,"Fighting, Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Steel,"Fighting, Ground, Steel, Water",Grass,"Flying, Bug, Fire, Ice, Rock, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Fire,"Fighting, Ground, Water",,"Flying, Bug, Fire, Ice, Steel, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Water,"Fighting, Steel, Water, Grass",,"Flying, Bug, Fire, Ice, Ground, Rock","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Grass,"Fighting, Steel, Grass",,"Flying, Bug, Fire, Ice, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Electric,"Ground, Fighting, Steel, Grass",,"Flying, Bug, Fire, Ice, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Psychic,"Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Ice,"Fighting, Steel, Water",,"Flying, Bug, Fire, Ice, Ground, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Dragon,"Fighting, Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Dark,"Fighting, Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Rock,Fairy,"Ground, Steel","Water, Grass","Flying, Bug, Fire, Ice, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Normal,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Fighting,Fighting,"Ground, Water","Grass, Psychic, Dark, Normal, Rock, Steel, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Flying,Steel,"Ground, Water","Grass, Psychic, Dark, Fighting, Bug","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Poison,"Steel, Fighting, Ground",Water,"Grass, Psychic, Dark, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Ground,Fighting,"Ground, Water","Grass, Psychic, Dark, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Rock,"Fighting, Ground, Steel",Water,"Grass, Psychic, Dark, Flying, Bug, Fire, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Ghost,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark, Ghost","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Steel,"Fighting, Steel, Water",Ground,"Grass, Psychic, Dark, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Fire,"Fighting, Water",Ground,"Grass, Psychic, Dark, Bug, Steel, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Water,"Fighting, Steel, Water",,"Grass, Psychic, Dark, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Grass,"Fighting, Steel",,"Grass, Psychic, Dark, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Electric,"Ground, Fighting, Steel",,"Grass, Psychic, Dark, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Psychic,Steel,"Ground, Water","Grass, Psychic, Dark, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Ice,"Fighting, Steel, Water",,"Grass, Psychic, Dark, Flying, Ground, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Dragon,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Dark,"Fighting, Steel","Ground, Water","Grass, Psychic, Dark, Ghost","Fighting, Ground, Steel, Water, Grass"
Rock,Bug,Fairy,Steel,"Ground, Water","Grass, Psychic, Dark, Fighting, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Normal,Steel,"Fighting, Ground, Water, Grass","Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Fighting,,"Fighting, Ground, Water, Grass","Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Flying,Steel,"Ground, Water","Ghost, Psychic, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Poison,"Steel, Ground","Fighting, Water","Ghost, Psychic, Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Ground,Grass,"Fighting, Ground, Water","Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Rock,"Fighting, Ground, Steel","Water, Grass","Ghost, Psychic, Flying, Bug, Fire, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Bug,"Fighting, Steel","Ground, Water","Ghost, Psychic, Grass, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,,,"Fighting, Ground, Steel, Water, Grass","Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Steel,"Steel, Water","Fighting, Ground, Grass","Ghost, Psychic, Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Fire,Water,"Fighting, Ground","Ghost, Psychic, Bug, Steel, Grass, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Water,"Water, Grass","Fighting, Steel","Ghost, Psychic, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Grass,"Steel, Grass",Fighting,"Ghost, Psychic, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Electric,"Ground, Grass","Fighting, Steel","Ghost, Psychic, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Psychic,Steel,"Ground, Water, Grass","Ghost, Psychic, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Ice,"Steel, Water",Fighting,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Dragon,Steel,"Fighting, Ground, Water, Grass","Ghost, Psychic, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Dark,Fighting,"Ground, Steel, Water, Grass","Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Ghost,Fairy,Steel,"Ground, Water, Grass","Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Normal,"Steel, Water","Fighting, Ground, Grass","Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Fighting,Water,"Fighting, Ground, Grass","Rock, Ice, Fairy, Normal, Steel, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Flying,"Steel, Water",Ground,"Rock, Ice, Fairy, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Poison,"Steel, Ground, Water",Fighting,"Rock, Ice, Fairy, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Ground,"Water, Grass","Fighting, Ground","Rock, Ice, Fairy, Poison, Steel, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Rock,"Fighting, Ground, Steel, Water",Grass,"Rock, Ice, Fairy, Flying, Bug, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Bug,"Fighting, Steel, Water",Ground,"Rock, Ice, Fairy, Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Ghost,"Steel, Water","Fighting, Ground, Grass","Rock, Ice, Fairy, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,,"Steel, Water","Fighting, Ground, Grass","Rock, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Fire,Water,"Fighting, Ground","Rock, Ice, Fairy, Bug, Steel, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Water,"Steel, Water, Grass",Fighting,"Rock, Ice, Fairy, Ground, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Grass,"Steel, Grass",Fighting,"Rock, Ice, Fairy, Ground, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Electric,"Ground, Steel, Grass",Fighting,"Rock, Ice, Fairy, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Psychic,"Steel, Water","Ground, Grass","Rock, Ice, Fairy, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Ice,"Steel, Water",Fighting,"Rock, Ice, Fairy, Flying, Ground, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Dragon,"Steel, Water","Fighting, Ground, Grass","Rock, Ice, Fairy, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Dark,"Fighting, Steel, Water","Ground, Grass","Rock, Ice, Fairy, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Steel,Fairy,"Steel, Water","Ground, Grass","Rock, Ice, Fairy, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Normal,Water,"Fighting, Ground","Bug, Steel, Grass, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Fighting,Water,"Fighting, Ground","Bug, Steel, Grass, Ice, Normal, Rock, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Flying,Water,Ground,"Bug, Steel, Grass, Ice, Fighting","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Poison,"Ground, Water",Fighting,"Bug, Steel, Grass, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Ground,Water,"Fighting, Ground","Bug, Steel, Grass, Ice, Poison, Rock, Fire, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Rock,"Fighting, Ground, Water",,"Bug, Steel, Grass, Ice, Flying, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Bug,"Fighting, Water",Ground,"Bug, Steel, Grass, Ice, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Ghost,Water,"Fighting, Ground","Bug, Steel, Grass, Ice, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Steel,Water,"Fighting, Ground","Bug, Steel, Grass, Ice, Rock, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,,Water,"Fighting, Ground","Bug, Steel, Grass, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Water,Water,Fighting,"Bug, Steel, Grass, Ice, Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Grass,,Fighting,"Bug, Steel, Grass, Ice, Ground, Rock, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Electric,Ground,Fighting,"Bug, Steel, Grass, Ice, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Psychic,Water,Ground,"Bug, Steel, Grass, Ice, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Ice,Water,Fighting,"Bug, Steel, Grass, Ice, Flying, Ground, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Dragon,Water,"Fighting, Ground","Bug, Steel, Grass, Ice, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Dark,"Fighting, Water",Ground,"Bug, Steel, Grass, Ice, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Fire,Fairy,Water,Ground,"Bug, Steel, Grass, Ice, Fighting, Dragon, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Normal,"Steel, Water, Grass",Fighting,"Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Fighting,"Water, Grass",Fighting,"Ground, Rock, Fire, Normal, Steel, Ice, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Flying,"Steel, Water",,"Ground, Rock, Fire, Fighting, Bug, Grass","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Poison,"Steel, Water",Fighting,"Ground, Rock, Fire, Grass, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Ground,"Water, Grass",Fighting,"Ground, Rock, Fire, Poison, Steel, Electric","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Rock,"Fighting, Steel, Water, Grass",,"Ground, Rock, Fire, Flying, Bug, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Bug,"Fighting, Steel, Water",,"Ground, Rock, Fire, Grass, Psychic, Dark","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Ghost,"Water, Grass","Fighting, Steel","Ground, Rock, Fire, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Steel,"Steel, Water, Grass",Fighting,"Ground, Rock, Fire, Ice, Fairy","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Fire,Water,Fighting,"Ground, Rock, Fire, Bug, Steel, Grass, Ice","Fighting, Ground, Steel, Water, Grass"
Rock,Water,,"Water, Grass","Fighting, Steel","Ground, Rock, Fire","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Grass,"Steel, Grass",Fighting,"Ground, Rock, Fire, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Electric,Grass,"Fighting, Steel","Ground, Rock, Fire, Flying, Water","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Psychic,"Steel, Water, Grass",,"Ground, Rock, Fire, Fighting, Poison","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Ice,"Steel, Water",Fighting,"Ground, Rock, Fire, Flying, Grass, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Dragon,"Steel, Water, Grass",Fighting,"Ground, Rock, Fire, Dragon","Fighting, Ground, Steel, Water, Grass"
Rock,Water,Dark,"Fighting, Water, Grass",Steel,"Ground, Rock, Fire, Ghost, Psychic","Fighting, Ground, Steel, Water, Grass"
